Health_Metric,School_Metric,R_Squared,File,N_Counties
% American Indian & Alaska Native,SCHOOLS_PER_10K,0.5886893874133284,demographics.csv,13
% With Annual Mammogram,MIDDLE_PER_10K,0.587363966966522,mammography_screening.csv,13
Motor Vehicle Mortality Rate,SCHOOLS_PER_10K,0.584080968256175,motor_vehicle_crash_deaths.csv,13
Suicide Rate (White),COLLEGE_PER_10K,0.5836577873683342,suicides.csv,12
% Uninsured,COLLEGE_PER_10K,0.5832012730366057,uninsured_adults.csv,12
Child Mortality Rate,SCHOOLS_PER_10K,0.5808722638308821,child_mortality.csv,12
% Frequent Mental Distress,PRIMARY_PER_10K,0.5804768884836538,frequent_mental_distress.csv,13
% Vaccinated (Asian),SCHOOLS_PER_10K,0.5790300847083923,flu_vaccinations.csv,10
% LBW (Hispanic),SCHOOLS_PER_10K,0.5770240631849077,low_birthweight.csv,13
Homicide Rate,PRIMARY_PER_10K,0.5680531038036416,homicides.csv,12
% With Access to Exercise Opportunities,PRIMARY_PER_10K,0.5671034355592323,access_to_exercise_opportunities.csv,13
% Excessive Drinking,COLLEGE_PER_10K,0.5626824584026817,excessive_drinking.csv,12
% Adults with Obesity,CHARTER_PER_10K,0.5625433404878479,adult_obesity.csv,11
% Screened (White),COLLEGE_PER_10K,0.5625323470208718,mammography_screening.csv,12
% Fair or Poor Health,COLLEGE_PER_10K,0.5572787672303066,poor_or_fair_health.csv,12
% Vaccinated (White),SCHOOLS_PER_10K,0.555680747387524,flu_vaccinations.csv,13
% Frequent Physical Distress,SCHOOLS_PER_10K,0.5530454983434299,frequent_physical_distress.csv,13
% Frequent Mental Distress,COLLEGE_PER_10K,0.552861691304164,frequent_mental_distress.csv,12
% Vaccinated (White),COLLEGE_PER_10K,0.549222110280744,flu_vaccinations.csv,12
Suicide Rate (White),MIDDLE_PER_10K,0.5472416065819792,suicides.csv,12
% With Annual Mammogram,COLLEGE_PER_10K,0.5456335122891772,mammography_screening.csv,12
Infant Mortality Rate,COLLEGE_PER_10K,0.5395215581246479,infant_mortality.csv,12
Injury Death Rate (AIAN),COLLEGE_PER_10K,0.5394433685965093,injury_deaths.csv,11
% Vaccinated (White),PRIMARY_PER_10K,0.5382876728064574,flu_vaccinations.csv,13
Motor Vehicle Mortality Rate,COLLEGE_PER_10K,0.5368143708028921,motor_vehicle_crash_deaths.csv,12
Firearm Fatalities Rate (White),COLLEGE_PER_10K,0.5346709771356954,firearm_fatalities.csv,12
% Excessive Drinking,PRIMARY_PER_10K,0.533260609385659,excessive_drinking.csv,13
% Frequent Mental Distress,SCHOOLS_PER_10K,0.5284717374204164,frequent_mental_distress.csv,13
% Limited Access to Healthy Foods,COLLEGE_PER_10K,0.528061817407913,limited_access_to_healthy_foods.csv,12
Drug Overdose Mortality Rate (Hispanic),SCHOOLS_PER_10K,0.5197458533690952,drug_overdose_deaths.csv,10
Years of Potential Life Lost Rate,SCHOOLS_PER_10K,0.5194617830932333,premature_death.csv,13
Homicide Rate,SCHOOLS_PER_10K,0.5183210895134611,homicides.csv,12
% Uninsured,COLLEGE_PER_10K,0.5162095407430165,uninsured.csv,12
Mental Health Provider Rate,CHARTER_PER_10K,0.5040573126279086,mental_health_providers.csv,11
% Rural,COLLEGE_PER_10K,0.49566019934020245,demographics.csv,12
Teen Birth Rate,MIDDLE_PER_10K,0.49462058940293196,teen_births.csv,13
% American Indian & Alaska Native,COLLEGE_PER_10K,0.49174191715764304,demographics.csv,12
Child Mortality Rate,PRIMARY_PER_10K,0.4834611722395393,child_mortality.csv,12
% Vaccinated (Asian),COLLEGE_PER_10K,0.4817034487411169,flu_vaccinations.csv,10
Suicide Rate (White),SCHOOLS_PER_10K,0.47847564836031,suicides.csv,12
% Excessive Drinking,SCHOOLS_PER_10K,0.4756673433461106,excessive_drinking.csv,13
% With Access to Exercise Opportunities,SCHOOLS_PER_10K,0.463107569825255,access_to_exercise_opportunities.csv,13
% Children in Poverty,PRIMARY_PER_10K,0.4621671956680441,children_in_poverty.csv,13
% Fair or Poor Health,PRIMARY_PER_10K,0.4607697244863037,poor_or_fair_health.csv,13
Age-Adjusted Death Rate,SCHOOLS_PER_10K,0.45443156712326416,premature_ageadjusted_mortality.csv,13
MV Mortality Rate (Hispanic),COLLEGE_PER_10K,0.4500576848898039,motor_vehicle_crash_deaths.csv,11
% Food Insecure,PRIMARY_PER_10K,0.44642023377704754,food_insecurity.csv,13
Years of Potential Life Lost Rate,PRIMARY_PER_10K,0.44580469682770507,premature_death.csv,13
Homicide Rate,MIDDLE_PER_10K,0.44403256877331776,homicides.csv,12
% Enrolled in Free or Reduced Lunch,COLLEGE_PER_10K,0.4422708792967429,children_eligible_for_free_or_reduced_price_lunch.csv,12
% Children in Poverty,SCHOOLS_PER_10K,0.43990266015743207,children_in_poverty.csv,13
% Vaccinated,MIDDLE_PER_10K,0.43591396530919857,flu_vaccinations.csv,13
Motor Vehicle Mortality Rate,MIDDLE_PER_10K,0.4331122138431679,motor_vehicle_crash_deaths.csv,13
Teen Birth Rate (White),MIDDLE_PER_10K,0.4292160494148829,teen_births.csv,13
Child Mortality Rate,COLLEGE_PER_10K,0.42878309264217707,child_mortality.csv,12
Suicide Rate (White),PRIMARY_PER_10K,0.4279467120292365,suicides.csv,12
YPLL Rate (Hispanic),SCHOOLS_PER_10K,0.4277030941468112,premature_death.csv,12
% Non-Hispanic White,COLLEGE_PER_10K,0.4230637339339989,demographics.csv,12
Firearm Fatalities Rate (White),PRIMARY_PER_10K,0.42189526711147973,firearm_fatalities.csv,12
Teen Birth Rate (AIAN),CHARTER_PER_10K,0.42183414702943134,teen_births.csv,10
% Asian,MIDDLE_PER_10K,0.41967297105478796,demographics.csv,13
% Severe Housing Problems,COLLEGE_PER_10K,0.4195793257022773,severe_housing_problems.csv,12
% Non-Hispanic White,PRIMARY_PER_10K,0.4194114399320371,demographics.csv,13
Child Mortality Rate (White),MIDDLE_PER_10K,0.4142591377571794,child_mortality.csv,10
% Female,CHARTER_PER_10K,0.4090417534171562,demographics.csv,11
Age-Adjusted Death Rate,MIDDLE_PER_10K,0.4027057662857977,premature_ageadjusted_mortality.csv,13
Suicide Rate (Hispanic),MIDDLE_PER_10K,0.40144123249516184,suicides.csv,10
Suicide Rate (Age-Adjusted),MIDDLE_PER_10K,0.4014233625753203,suicides.csv,12
Years of Potential Life Lost Rate,MIDDLE_PER_10K,0.39724698708551465,premature_death.csv,13
Firearm Fatalities Rate (White),SCHOOLS_PER_10K,0.39469856346838295,firearm_fatalities.csv,12
Injury Death Rate,SCHOOLS_PER_10K,0.39445556044882557,injury_deaths.csv,13
% less than 18 years of age,PRIMARY_PER_10K,0.3943425480407067,demographics.csv,13
YPLL Rate (AIAN),MIDDLE_PER_10K,0.39288843908901827,premature_death.csv,11
% With Access to Exercise Opportunities,MIDDLE_PER_10K,0.3918737296148589,access_to_exercise_opportunities.csv,13
% Adults with Diabetes,COLLEGE_PER_10K,0.38547366566252095,diabetes_prevalence.csv,12
% Asian,SCHOOLS_PER_10K,0.3850719705628204,demographics.csv,13
Injury Death Rate,COLLEGE_PER_10K,0.38450601787495053,injury_deaths.csv,12
% Food Insecure,SCHOOLS_PER_10K,0.383216178121503,food_insecurity.csv,13
Age-Adjusted Death Rate,PRIMARY_PER_10K,0.3812034057411978,premature_ageadjusted_mortality.csv,13
% Severe Housing Cost Burden,SCHOOLS_PER_10K,0.3808635500259825,severe_housing_cost_burden.csv,13
% Vaccinated (Asian),PAROCHIAL_PER_10K,0.379445878244588,flu_vaccinations.csv,10
% Severe Housing Problems,PRIMARY_PER_10K,0.37707065132426376,severe_housing_problems.csv,13
% Native Hawaiian/Other Pacific Islander,MIDDLE_PER_10K,0.37633095534517746,demographics.csv,13
% Vaccinated (Black),PRIMARY_PER_10K,0.37375624753850634,flu_vaccinations.csv,10
% Low Birthweight,PAROCHIAL_PER_10K,0.3717568233851407,low_birthweight.csv,12
MV Mortality Rate (White),COLLEGE_PER_10K,0.37120761403971536,motor_vehicle_crash_deaths.csv,12
% Fair or Poor Health,SCHOOLS_PER_10K,0.36833771569037244,poor_or_fair_health.csv,13
Firearm Fatalities Rate (White),MIDDLE_PER_10K,0.36619893977483564,firearm_fatalities.csv,12
% Unemployed,CHARTER_PER_10K,0.3639880054851994,unemployment.csv,11
Injury Death Rate,PRIMARY_PER_10K,0.36330171026068436,injury_deaths.csv,13
% Native Hawaiian/Other Pacific Islander,SCHOOLS_PER_10K,0.3629694267494852,demographics.csv,13
% Unemployed,COLLEGE_PER_10K,0.3597778296777633,unemployment.csv,12
Homicide Rate,COLLEGE_PER_10K,0.35726164377982594,homicides.csv,12
% Vaccinated,COLLEGE_PER_10K,0.35608184112607677,flu_vaccinations.csv,12
Years of Potential Life Lost Rate,COLLEGE_PER_10K,0.35536080875487863,premature_death.csv,12
Injury Death Rate (Hispanic),MIDDLE_PER_10K,0.3550207761462043,injury_deaths.csv,13
% Severe Housing Cost Burden,PRIMARY_PER_10K,0.3503601733404519,severe_housing_cost_burden.csv,13
% Smokers,PRIMARY_PER_10K,0.34939233376264067,adult_smoking.csv,13
Suicide Rate (Age-Adjusted),SCHOOLS_PER_10K,0.34816130674261647,suicides.csv,12
% Smokers,SCHOOLS_PER_10K,0.34638363753120305,adult_smoking.csv,13
Social Association Rate,CHARTER_PER_10K,0.34417851293320734,social_associations.csv,11
% Drive Alone (White),CHARTER_PER_10K,0.3437157271890954,driving_alone_to_work.csv,11
YPLL Rate (White),MIDDLE_PER_10K,0.34312748882586175,premature_death.csv,12
% less than 18 years of age,SCHOOLS_PER_10K,0.3425479042590306,demographics.csv,13
% With Access to Exercise Opportunities,COLLEGE_PER_10K,0.3415036495029665,access_to_exercise_opportunities.csv,12
% Disconnected Youth,MIDDLE_PER_10K,0.33817500004362167,disconnected_youth.csv,12
Preventable Hospitalization Rate,COLLEGE_PER_10K,0.3377693683477806,preventable_hospital_stays.csv,12
Child Mortality Rate (White),SCHOOLS_PER_10K,0.33401106771776357,child_mortality.csv,10
Teen Birth Rate,SCHOOLS_PER_10K,0.33192022159272216,teen_births.csv,13
Drug Overdose Mortality Rate (White),MIDDLE_PER_10K,0.33029912538212314,drug_overdose_deaths.csv,11
% Fair or Poor Health,CHARTER_PER_10K,0.3251072179321661,poor_or_fair_health.csv,11
% Non-Hispanic White,SCHOOLS_PER_10K,0.3238314827869735,demographics.csv,13
% Some College,CHARTER_PER_10K,0.32193124722450794,some_college.csv,11
% Single-Parent Households,SCHOOLS_PER_10K,0.32095613637318476,children_in_singleparent_households.csv,13
% Single-Parent Households,PRIMARY_PER_10K,0.3175025937051641,children_in_singleparent_households.csv,13
% Uninsured,COLLEGE_PER_10K,0.31069139871920126,uninsured_children.csv,12
Teen Birth Rate,CHARTER_PER_10K,0.30794805462135766,teen_births.csv,11
% less than 18 years of age,MIDDLE_PER_10K,0.3076241818343548,demographics.csv,13
% Vaccinated (AIAN),COLLEGE_PER_10K,0.3009906770933627,flu_vaccinations.csv,12
% Asian,COLLEGE_PER_10K,0.3005109488277111,demographics.csv,12
% American Indian & Alaska Native,MIDDLE_PER_10K,0.30040023424574835,demographics.csv,13
Juvenile Arrest Rate,PRIMARY_PER_10K,0.2988953576586667,juvenile_arrests.csv,13
% Frequent Physical Distress,MIDDLE_PER_10K,0.2981333405141454,frequent_physical_distress.csv,13
% Children in Poverty (Hispanic),COLLEGE_PER_10K,0.2952147065264117,children_in_poverty.csv,12
% less than 18 years of age,CHARTER_PER_10K,0.2932629713414341,demographics.csv,11
% Native Hawaiian/Other Pacific Islander,PRIMARY_PER_10K,0.2920036566048576,demographics.csv,13
Mental Health Provider Rate,MIDDLE_PER_10K,0.29167010825724315,mental_health_providers.csv,13
% Vaccinated (Hispanic),COLLEGE_PER_10K,0.2904532293187465,flu_vaccinations.csv,12
Chlamydia Rate,PRIMARY_PER_10K,0.2889899110192975,sexually_transmitted_infections.csv,13
% Severe Housing Cost Burden,COLLEGE_PER_10K,0.28636426958575434,severe_housing_cost_burden.csv,12
% Driving Deaths with Alcohol Involvement,MIDDLE_PER_10K,0.2857458571950673,alcoholimpaired_driving_deaths.csv,13
Drug Overdose Mortality Rate (White),PAROCHIAL_PER_10K,0.28503435950264466,drug_overdose_deaths.csv,11
% Asian,PRIMARY_PER_10K,0.2849274483935802,demographics.csv,13
% Children in Poverty (AIAN),MIDDLE_PER_10K,0.28113561271589105,children_in_poverty.csv,12
Age-Adjusted Death Rate,COLLEGE_PER_10K,0.27892204565147494,premature_ageadjusted_mortality.csv,12
% Black,SCHOOLS_PER_10K,0.2783886774630837,demographics.csv,13
% Black,MIDDLE_PER_10K,0.278164400818219,demographics.csv,13
% Drive Alone (AIAN),CHARTER_PER_10K,0.2765104408869775,driving_alone_to_work.csv,10
YPLL Rate (Hispanic),PRIMARY_PER_10K,0.2742691027778421,premature_death.csv,12
Child Mortality Rate (White),PAROCHIAL_PER_10K,0.2713231077971039,child_mortality.csv,10
% Severe Housing Problems,SCHOOLS_PER_10K,0.2688108617098862,severe_housing_problems.csv,13
% Children in Poverty (Hispanic),PAROCHIAL_PER_10K,0.26851585821277313,children_in_poverty.csv,12
% Uninsured,PRIMARY_PER_10K,0.26747373253682083,uninsured_adults.csv,13
MV Mortality Rate (White),PAROCHIAL_PER_10K,0.2668377666899958,motor_vehicle_crash_deaths.csv,12
% Excessive Drinking,PAROCHIAL_PER_10K,0.26323744977645047,excessive_drinking.csv,12
HIV Prevalence Rate,MIDDLE_PER_10K,0.2613112977416854,hiv_prevalence.csv,13
% Vaccinated,SCHOOLS_PER_10K,0.25851225152214274,flu_vaccinations.csv,13
% Adults with Diabetes,MIDDLE_PER_10K,0.2571673969009458,diabetes_prevalence.csv,13
% Single-Parent Households,MIDDLE_PER_10K,0.2567176665569374,children_in_singleparent_households.csv,13
Crude Rate,MIDDLE_PER_10K,0.25426345727040967,suicides.csv,12
% Vaccinated (Black),COLLEGE_PER_10K,0.25399141366574784,flu_vaccinations.csv,10
% LBW (Hispanic),COLLEGE_PER_10K,0.2529636051282277,low_birthweight.csv,12
Chlamydia Rate,COLLEGE_PER_10K,0.251143188462009,sexually_transmitted_infections.csv,12
YPLL Rate (AIAN),PAROCHIAL_PER_10K,0.2500415787068956,premature_death.csv,11
% Vaccinated (Asian),MIDDLE_PER_10K,0.24444277961363292,flu_vaccinations.csv,10
% Frequent Mental Distress,MIDDLE_PER_10K,0.24156231206139833,frequent_mental_distress.csv,13
Suicide Rate (Age-Adjusted),PRIMARY_PER_10K,0.2413413317820765,suicides.csv,12
% LBW (Hispanic),MIDDLE_PER_10K,0.2411873914081405,low_birthweight.csv,13
% Adults with Diabetes,SCHOOLS_PER_10K,0.2397181459607871,diabetes_prevalence.csv,13
% Non-Hispanic White,MIDDLE_PER_10K,0.237207216346366,demographics.csv,13
MV Mortality Rate (White),MIDDLE_PER_10K,0.23710572807789554,motor_vehicle_crash_deaths.csv,12
% Black,COLLEGE_PER_10K,0.23641939380193921,demographics.csv,12
Preventable Hospitalization Rate,PRIMARY_PER_10K,0.2356980442901554,preventable_hospital_stays.csv,13
Injury Death Rate,MIDDLE_PER_10K,0.23116129097386662,injury_deaths.csv,13
% Drive Alone to Work,CHARTER_PER_10K,0.23093842570999934,driving_alone_to_work.csv,11
% Disconnected Youth,SCHOOLS_PER_10K,0.23004227424914137,disconnected_youth.csv,12
Teen Birth Rate,COLLEGE_PER_10K,0.229255265902642,teen_births.csv,12
% Adults with Diabetes,PRIMARY_PER_10K,0.22900936366967894,diabetes_prevalence.csv,13
Child Mortality Rate (White),PRIMARY_PER_10K,0.2285599806321681,child_mortality.csv,10
% Uninsured,PRIMARY_PER_10K,0.22779073678056538,uninsured.csv,13
Drug Overdose Mortality Rate (Hispanic),PAROCHIAL_PER_10K,0.2252525828871914,drug_overdose_deaths.csv,10
% Low Birthweight,SCHOOLS_PER_10K,0.22457062359209123,low_birthweight.csv,13
% Vaccinated (AIAN),PRIMARY_PER_10K,0.2238836624662458,flu_vaccinations.csv,12
% Children in Poverty,MIDDLE_PER_10K,0.22175673121112616,children_in_poverty.csv,13
YPLL Rate (White),COLLEGE_PER_10K,0.22125317969946723,premature_death.csv,12
Preventable Hosp. Rate (AIAN),MIDDLE_PER_10K,0.2203345973988381,preventable_hospital_stays.csv,11
Injury Death Rate (AIAN),MIDDLE_PER_10K,0.21798855172948906,injury_deaths.csv,11
Teen Birth Rate,PAROCHIAL_PER_10K,0.2171885328968498,teen_births.csv,12
% Fair or Poor Health,MIDDLE_PER_10K,0.21709532239936258,poor_or_fair_health.csv,13
% Smokers,COLLEGE_PER_10K,0.21649510291368668,adult_smoking.csv,12
% Native Hawaiian/Other Pacific Islander,COLLEGE_PER_10K,0.21604428757485983,demographics.csv,12
% Single-Parent Households,COLLEGE_PER_10K,0.21495823943492998,children_in_singleparent_households.csv,12
% LBW (White),CHARTER_PER_10K,0.21061130724478683,low_birthweight.csv,11
% less than 18 years of age,COLLEGE_PER_10K,0.21052108393138502,demographics.csv,12
% Uninsured,PRIMARY_PER_10K,0.210445298756457,uninsured_children.csv,13
% Severe Housing Cost Burden,CHARTER_PER_10K,0.2103280649899072,severe_housing_cost_burden.csv,11
Drug Overdose Mortality Rate (Hispanic),PRIMARY_PER_10K,0.2101785049960102,drug_overdose_deaths.csv,10
% Not Proficient in English,CHARTER_PER_10K,0.2101133324426243,demographics.csv,11
Suicide Rate (Age-Adjusted),COLLEGE_PER_10K,0.20986607776335342,suicides.csv,12
Teen Birth Rate,PRIMARY_PER_10K,0.20827828929801318,teen_births.csv,13
Crude Rate,SCHOOLS_PER_10K,0.20822411714002143,suicides.csv,12
% Disconnected Youth,PRIMARY_PER_10K,0.20818663120871506,disconnected_youth.csv,12
Injury Death Rate (AIAN),PRIMARY_PER_10K,0.20577050497296734,injury_deaths.csv,11
% Drive Alone (Hispanic),CHARTER_PER_10K,0.2042472601124915,driving_alone_to_work.csv,11
Teen Birth Rate (Hispanic),CHARTER_PER_10K,0.2035937466795179,teen_births.csv,11
Suicide Rate (Hispanic),SCHOOLS_PER_10K,0.20294759375287585,suicides.csv,10
% Vaccinated,PRIMARY_PER_10K,0.2028039271054245,flu_vaccinations.csv,13
% Hispanic,CHARTER_PER_10K,0.20093183175102636,demographics.csv,11
YPLL Rate (White),PAROCHIAL_PER_10K,0.20085410719469476,premature_death.csv,12
% Non-Hispanic White,CHARTER_PER_10K,0.20023574811120315,demographics.csv,11
% Children in Poverty,PAROCHIAL_PER_10K,0.19980480537342815,children_in_poverty.csv,12
Chlamydia Rate,SCHOOLS_PER_10K,0.1988077243728007,sexually_transmitted_infections.csv,13
Preventable Hosp. Rate (White),MIDDLE_PER_10K,0.19722105364627074,preventable_hospital_stays.csv,13
% Excessive Drinking,MIDDLE_PER_10K,0.19714681538114653,excessive_drinking.csv,13
% Uninsured,SCHOOLS_PER_10K,0.19711222829059227,uninsured_children.csv,13
% Disconnected Youth,COLLEGE_PER_10K,0.19687350608581144,disconnected_youth.csv,12
% Uninsured,SCHOOLS_PER_10K,0.19682257719941487,uninsured_adults.csv,13
Injury Death Rate (AIAN),SCHOOLS_PER_10K,0.19300121517277835,injury_deaths.csv,11
Social Association Rate,PAROCHIAL_PER_10K,0.19206243560114666,social_associations.csv,12
% LBW (AIAN),CHARTER_PER_10K,0.1913971579537438,low_birthweight.csv,10
% Homeowners,COLLEGE_PER_10K,0.19025859474609597,homeownership.csv,12
% Some College,MIDDLE_PER_10K,0.1896390010904564,some_college.csv,13
% Black,PRIMARY_PER_10K,0.18523335980888034,demographics.csv,13
Injury Death Rate (White),PAROCHIAL_PER_10K,0.18320932902791576,injury_deaths.csv,12
YPLL Rate (White),SCHOOLS_PER_10K,0.18289281838548377,premature_death.csv,12
Teen Birth Rate (White),CHARTER_PER_10K,0.17999783894445964,teen_births.csv,11
Dentist Rate,CHARTER_PER_10K,0.1793170373973627,dentists.csv,11
% Vaccinated (Black),PAROCHIAL_PER_10K,0.17692793834690967,flu_vaccinations.csv,10
Violent Crime Rate,PRIMARY_PER_10K,0.17678017897423492,violent_crime.csv,13
% Drive Alone (Hispanic),MIDDLE_PER_10K,0.17473027989846657,driving_alone_to_work.csv,13
% Drive Alone to Work,MIDDLE_PER_10K,0.17378612523527548,driving_alone_to_work.csv,13
% Adults with Obesity,COLLEGE_PER_10K,0.17329805970983225,adult_obesity.csv,12
% Asian,CHARTER_PER_10K,0.1712692344043436,demographics.csv,11
% Uninsured,SCHOOLS_PER_10K,0.17097208417583143,uninsured.csv,13
% Adults with Diabetes,CHARTER_PER_10K,0.17022143640537646,diabetes_prevalence.csv,11
Preventable Hospitalization Rate,SCHOOLS_PER_10K,0.16897663805038354,preventable_hospital_stays.csv,13
MV Mortality Rate (White),SCHOOLS_PER_10K,0.1652269994315736,motor_vehicle_crash_deaths.csv,12
Suicide Rate (Age-Adjusted),PAROCHIAL_PER_10K,0.1636609629158,suicides.csv,12
% LBW (AIAN),PAROCHIAL_PER_10K,0.16272657500810672,low_birthweight.csv,11
% Smokers,MIDDLE_PER_10K,0.16141280479899534,adult_smoking.csv,13
Years of Potential Life Lost Rate,PAROCHIAL_PER_10K,0.16090035986211226,premature_death.csv,12
% Driving Deaths with Alcohol Involvement,CHARTER_PER_10K,0.15115662828932763,alcoholimpaired_driving_deaths.csv,11
HIV Prevalence Rate,SCHOOLS_PER_10K,0.15059202515639936,hiv_prevalence.csv,13
% Screened (Asian),PRIMARY_PER_10K,0.14998813084195906,mammography_screening.csv,10
Juvenile Arrest Rate,SCHOOLS_PER_10K,0.14958152836803684,juvenile_arrests.csv,13
Injury Death Rate (White),COLLEGE_PER_10K,0.14922733998756443,injury_deaths.csv,12
Teen Birth Rate (White),SCHOOLS_PER_10K,0.14605960028861853,teen_births.csv,13
% Children in Poverty (AIAN),PAROCHIAL_PER_10K,0.1456874198087048,children_in_poverty.csv,12
% Vaccinated (Black),SCHOOLS_PER_10K,0.14051539654886092,flu_vaccinations.csv,10
Other Primary Care Provider Rate,CHARTER_PER_10K,0.1403676030100678,other_primary_care_providers.csv,11
% Enrolled in Free or Reduced Lunch,CHARTER_PER_10K,0.1391765843078434,children_eligible_for_free_or_reduced_price_lunch.csv,11
Injury Death Rate (AIAN),PAROCHIAL_PER_10K,0.1382577906703023,injury_deaths.csv,11
MV Mortality Rate (White),PRIMARY_PER_10K,0.13824098718039624,motor_vehicle_crash_deaths.csv,12
Violent Crime Rate,PAROCHIAL_PER_10K,0.1380980629473607,violent_crime.csv,12
% Adults with Obesity,PRIMARY_PER_10K,0.1375888010595907,adult_obesity.csv,13
YPLL Rate (AIAN),SCHOOLS_PER_10K,0.1361104557176417,premature_death.csv,11
% 65 and over,PRIMARY_PER_10K,0.1356396408961169,demographics.csv,13
Injury Death Rate (Hispanic),SCHOOLS_PER_10K,0.13530138306826822,injury_deaths.csv,13
% Children in Poverty (White),PAROCHIAL_PER_10K,0.13435900319977068,children_in_poverty.csv,12
Other Primary Care Provider Rate,MIDDLE_PER_10K,0.1340745812182561,other_primary_care_providers.csv,13
% Children in Poverty (AIAN),SCHOOLS_PER_10K,0.13357951057025275,children_in_poverty.csv,12
Age-Adjusted Death Rate,PAROCHIAL_PER_10K,0.13320859887291747,premature_ageadjusted_mortality.csv,12
Drug Overdose Mortality Rate,PRIMARY_PER_10K,0.13276001095469525,drug_overdose_deaths.csv,12
% Frequent Physical Distress,CHARTER_PER_10K,0.13226635106425944,frequent_physical_distress.csv,11
Violent Crime Rate,CHARTER_PER_10K,0.13150131796149545,violent_crime.csv,11
% Low Birthweight,PRIMARY_PER_10K,0.13129420426052163,low_birthweight.csv,13
Crude Rate,PRIMARY_PER_10K,0.13010718005658672,suicides.csv,12
% Disconnected Youth,CHARTER_PER_10K,0.12950488340176458,disconnected_youth.csv,11
Violent Crime Rate,MIDDLE_PER_10K,0.12923978042421458,violent_crime.csv,13
Crude Rate,COLLEGE_PER_10K,0.12872540900286888,suicides.csv,12
Preventable Hospitalization Rate,MIDDLE_PER_10K,0.12842833420722277,preventable_hospital_stays.csv,13
Teen Birth Rate (Hispanic),MIDDLE_PER_10K,0.12761337195423184,teen_births.csv,13
YPLL Rate (White),PRIMARY_PER_10K,0.1269735496492852,premature_death.csv,12
Teen Birth Rate (AIAN),MIDDLE_PER_10K,0.1266134869074068,teen_births.csv,11
% Uninsured,CHARTER_PER_10K,0.12541665823012882,uninsured_adults.csv,11
% Not Proficient in English,COLLEGE_PER_10K,0.12519744323762205,demographics.csv,12
% Food Insecure,MIDDLE_PER_10K,0.12498945760715385,food_insecurity.csv,13
% Adults with Obesity,MIDDLE_PER_10K,0.12479734994735081,adult_obesity.csv,13
% Children in Poverty,CHARTER_PER_10K,0.12474724524162106,children_in_poverty.csv,11
